Xkm,Zkm,v,alpha,d22,T
0.9900700785387434,0.021669842119526057,-1.056184054933158,-1.6515811785373107,2.395361869556533e-09,0.5976409556372654
0.9900594670840599,0.021540202847154997,-1.059495098284186,-1.6524675973785696,3.3138916896956462e-09,0.5972040472507477
0.9900487419803529,0.021410572927530444,-1.0628360302900015,-1.6533446426182083,1.4302629449086137e-09,0.596769124145158
0.9900379041374735,0.021280952384894917,-1.0662073044189515,-1.6542140163880212,1.4107299282617904e-09,0.5963362348457542
0.9900269548400726,0.021151341209459208,-1.0696093807112623,-1.65507389969324,3.126724047379429e-09,0.5959054059660336
0.9900158952592574,0.021021739397806764,-1.0730427300248973,-1.6559255250540617,6.481878390215808e-09,0.5954766719808707
0.9900047263840536,0.02089214695922304,-1.0765078349167532,-1.6567688646269745,7.385557172380971e-09,0.5950500797755282
0.9899934493637064,0.020762563886549606,-1.0800051870697636,-1.6576033967008796,3.151768217714328e-09,0.5946256673149241
0.9899820653506753,0.02063299016946659,-1.083535288909886,-1.658428737215308,6.650115300843368e-09,0.5942034735703109
0.9899705756074262,0.020503425785041423,-1.087098652979137,-1.6592451095663,8.856153340457294e-09,0.5937835315327005
0.989958981079476,0.02037387073561065,-1.0906958058652263,-1.660053526896491,3.2791161976890925e-09,0.5933658954471679
0.9899472831449665,0.020244324982150307,-1.0943272822046355,-1.660852080413288,8.440867494406864e-09,0.5929505932596744
0.9899354828075686,0.020114788516440083,-1.0979936318399948,-1.6616428108242949,6.229962253282646e-09,0.5925376780445184
0.9899235811913762,0.019985261316812313,-1.1016954159806762,-1.6624244687408982,6.624524679669785e-10,0.5921271964208344
0.9899115796033797,0.019855743342009725,-1.105433207019754,-1.663196438300096,1.126991071635151e-08,0.5917191845140481
0.9898994790009922,0.019726234580401666,-1.1092075934877927,-1.6639604700677713,2.6055114878001436e-09,0.5913137026114349
0.9898872808259086,0.019596734972541125,-1.1130191732189816,-1.664714260819764,1.223964775542758e-09,0.5909107804433823
0.9898749860649049,0.019467244498902095,-1.1168685619202223,-1.6654601517584036,4.67601146196713e-09,0.5905104792866083
0.9898625958285284,0.019337763125902224,-1.1207563885593648,-1.6661967521810552,4.769774437641212e-09,0.5901128536732716
